time_start_loading,time_sweeping_start,time_bfgs_start,time_done
114137.360030236,114137.370250111,114152.921412029,114191.190469097
127709.386165718,127709.418313291,127725.034349573,127763.111757288
114183.753408064,114183.767064857,114199.357625981,114240.088425448
114130.638619218,114130.647590857,114146.158426123,114183.292597958
128408.088210476,128408.101184925,128423.735943774,128461.234510794
114357.172162512,114357.180954966,114372.722648054,114410.610581971
114553.639628838,114553.649121071,114569.485472661,114609.422146268
114576.315320646,114576.324171788,114592.087655218,114630.796066996
114081.903072261,114081.912008096,114097.751124471,114137.628394557
128363.53905067,128363.548195884,128379.25423369,128418.610393899
114303.154430411,114303.164212099,114318.863794632,114358.017109526
128094.9483004,128094.957261098,128110.608929433,128150.961620892
127983.563671103,127983.572417233,127999.343764064,128039.385739207
114414.050770942,114414.063894158,114429.795106004,114467.33177754
114190.96410597,114190.973009408,114207.519617472,114247.073545674
114029.108518823,114029.118886723,114044.707179236,114082.904199907
127763.608288942,127763.618528053,127779.377445059,127817.280103214
114519.603949074,114519.61283885,114535.183616737,114573.959685184
114572.485776805,114572.495208441,114588.713522837,114629.853787778
114402.170820557,114402.180445606,114417.797858644,114457.933400417
128087.089403256,128087.099027148,128102.864945917,128141.069336639
128532.566012191,128532.576187529,128548.222270654,128588.253969507
114302.010867042,114302.019563176,114317.678750405,114356.562458642
114464.002801435,114464.011537376,114479.454773141,114516.935846454
128080.020003186,128080.028877686,128095.43099993,128133.219152258
114025.430309948,114025.439432919,114040.989070216,114078.479700821
128350.98774535,128350.996602416,128366.503109147,128405.766242452
127763.088194363,127763.097302996,127778.921202011,127816.839689977
114519.931716295,114519.940330002,114535.513375571,114574.803211108
113919.479779647,113919.489587589,113935.170319862,113973.125554606
114028.040056953,114028.052811243,114043.728162808,114082.135548309
127762.745590979,127762.754554832,127778.527735491,127815.572822196
128090.225197892,128090.23416411,128105.872596019,128144.217884417
128419.582533293,128419.591198966,128435.011102482,128472.391549526
114300.412359267,114300.422317654,114316.223657284,114355.799022445
114404.517652944,114404.526974902,114420.155203815,114460.345576722
114570.103465431,114570.112323877,114585.78127624,114625.510395342
114136.193321706,114136.201910932,114151.748949616,114189.024059107
113973.993091474,113974.002232028,113989.725886285,114027.447120242
127763.333448045,127763.342253611,127779.109124758,127817.109915719
114627.208152096,114627.217002999,114642.849619476,114683.209779796
114134.363014022,114134.372798612,114150.13314863,114189.758452591
128457.805458073,128457.814381917,128473.409550234,128511.483017287
114653.87813928,114653.888007294,114669.572154187,114706.462057941
114188.126138457,114188.136145583,114203.642236853,114241.146637254
128232.081443236,128232.090967672,128247.679739795,128284.493480519
114617.006752887,114617.015665989,114632.639425877,114671.381944482
128139.081316365,128139.090110097,128154.883960105,128192.647906592
114237.096420602,114237.105368716,114252.947973269,114290.350298305
114077.917385136,114077.927381375,114093.625548544,114130.482994696
128093.05806964,128093.066965632,128108.692298334,128147.784614462
128137.659865182,128137.668945249,128153.29401903,128190.902317622
128529.983605882,128529.992551148,128545.571780919,128583.204172933
128495.738756588,128495.747646717,128511.50150264,128548.454139055
114344.31100813,114344.3204448,114360.104209687,114400.68082737
127761.667320584,127761.677035781,127777.413185419,127814.272772924
128030.256937715,128030.265593245,128045.913297685,128084.584346624
114413.708045435,114413.716562126,114429.295041112,114466.930272446
114081.322823148,114081.331628623,114097.043988883,114134.8956192
128459.527986733,128459.537250987,128475.279453711,128513.330732189
114352.523052171,114352.531731648,114368.067695724,114406.122729466
128146.065564483,128146.074319891,128161.675094226,128202.756250962
113973.46826544,113973.477006326,113989.048941186,114025.598969096
114640.479489954,114640.488592198,114656.00903247,114696.219605562
114079.03765119,114079.04791338,114094.853386925,114135.054771544
114136.282599533,114136.29135044,114151.790200342,114190.55423067
128466.159976889,128466.169167579,128481.877409065,128520.259489389
114298.604393302,114298.61310192,114314.214858737,114352.519309174
128243.485547049,128243.494431911,128259.027051374,128297.306058205
128516.440098623,128516.449087373,128532.1416959,128572.209999602
128026.777519503,128026.786514885,128042.375420255,128081.060138943
114294.309525115,114294.318329317,114309.841870041,114349.888105689
114466.290359669,114466.299200963,114481.831798573,114520.448405284
127709.446961009,127709.460421019,127724.923247818,127763.236007846
127977.956365682,127977.965223769,127993.754766121,128031.80884082
128293.161014554,128293.170462282,128308.805008738,128346.094199266
114520.544097051,114520.554517707,114535.95422259,114575.653962584
114396.429831007,114396.439736976,114411.923646824,114448.924527389
128525.231534617,128525.240436399,128540.8290473,128581.497368106
114186.672362037,114186.681303099,114202.144688654,114240.456897623
114574.808115163,114574.817823872,114590.365487019,114629.084527021
113975.590704728,113975.59949567,113991.126151435,114029.277744677
128144.221849907,128144.230469072,128159.866467534,128198.124991313
113919.591341358,113919.60062372,113935.020750743,113972.195291827
114234.242016112,114234.25157591,114249.828871253,114286.632688422
127873.962329539,127873.975502131,127889.579179826,127929.304115065
128085.800059337,128085.808928688,128101.5497526,128138.173424928
113921.905540397,113921.914325865,113937.644554078,113975.587292134
128206.109981342,128206.118503407,128220.45479161,128260.183134931
113866.45316004,113866.472059658,113882.149970875,113919.222194038
127709.512170155,127709.525578977,127725.495968732,127763.079739126
114518.517542783,114518.526610241,114534.128290202,114573.423214528
128521.779772248,128521.7886329,128537.352706676,128575.746550276
127978.361621861,127978.374336969,127992.685206576,128030.489975127
128039.389148989,128039.398010778,128055.020804114,128095.278026588
127871.666306515,127871.676447448,127887.34492445,127925.590153699
127871.470780071,127871.479500845,127887.252008367,127924.843768199
127762.695579405,127762.704514272,127778.473155193,127816.412123378
127818.400203885,127818.411222053,127834.002565601,127871.036491496
